Gene	1-NX-7-D3	2-JYP-5-D3	2-JYP-7-D3	2-JYP-8-D3	3-zhang-1-D3	4-zhou-2-D3	1-NX-2-D3	3-zhang-7-D3	4-zhou-1-D3	5-li-4-D3	6-zhang-2-D3	7-di-3-D3	8-liu-10-D3	4-zhou-8-D3	5-li-6-D3	5-li-13-D3	6-zhang-6-D3	8-liu-15-D3	9-shi-2-D3	11-yao-2-D3	12-wen-13-D3	13-jin-3-D3	13-jin-7-D3	2-JYP-9-D3	4-zhou-9-D3	6-z-12-D3	7-di-7-D3	8-liu-9-D3	1-NX-4-D3	3-zhang-6-D3	12-wen-6-D3	5-li-1-D3	17-chen-3-D3	14-zhang-5-D3	15-zhou-11-D3	18-xu-11-D3	19-lu-10-D3	20-li-5-D3	20-li-11-D3	21-lu-11-D3	22-wang-4-D3	22-wang-8-D3	24-liu-7-D3	9-shi-10-D3	11-yao-1-D3	13-jin-8-D3	14-zhang-2-D3	15-zhou-3-D3	18-xu-10-D3	22-wang-9-D3	26-qi-8-D3	28-sun-4-D3	29-li-5-D3	16-zheng-7-D3	19-lu-6-D3	21-lu-10-D3	23-cai-8-D3	24-liu-5-D3	25-qin-2-D3	26-qi-6-D3	26-qi-7-D3	28-sun-3-D3	29-li-8-D3	30-xiang-6-D3	30-xiang-7-D3	30-xiang-8-D3	32-wang-7-D3	35-xie-7-D3	35-xie-4-D3	36-qi-1-D3	38-dong-14-D3	41-zhou-8-D3	43-feng-10-D3	35-xie-9-D3	36-qi-7-D3	36-qi-8-D3	36-qi-18-D3	37-liao-2-D3	38-dong-10-D3	38-dong-13-D3	40-lin-12-D3	40-lin-15-D3	41-zhou-1-D3	27-lin-7-D3	30-xiang-11-D3	31-wu-6-D3	32-wang-1-D3	37-liao-5-D3	46-li-3-D3	49-xu-2-D3	58-chen-6-D3	20-li-8-D3	44-huang-4-D3	42-xu-7-D3	42-xu-17-D3	43-feng-13-D3	46-li-5-D3	48-shen-5-D3	48-shen-8-D3	48-shen-9-D3	49-xu-9-D3	51-gao-3-D3	51-gao-6-D3	39-wu-8-D3	40-lin-9-D3	42-xu-16-D3	45-cheng-1-D3	47-nian-7-D3	50-lai-9-D3	51-gao-5-D3	53-lang-6-D3	54-li-3-D3	55-xu-8-D3	52-wu-6-D3	52-wu-11-D3	53-lang-16-D3	58-chen-7-D3	57-zhao-2-D3	59-meng-3-D3
SEC23B	0	80.19	0	0	0	3.56	0	0	0	139.33	0	0	7.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.71	0	0	0	0	172.97	3.27	0	0	13.19	1.64	4.78	335.8	30.27	63.85	7.55	3.61	44.8	37.97	8.71	93.87	26.9	0	15.61	37.71	0	12.48	1.02	16.51	14.54	0	0	0	0	0	0	0	38.58	3.74	14.66	0	0	0	0	0	0	0	0	5.54	0	22.3	722.64	0	0	94.54	0	137.97	0	0	28.43	0	27.18	8.32	0	0.19	37	12.2	0	108.19	9.9	17.13	77.21	15.53	15.72	0	0	23.7	35.05	80.08	9.03	8.7	0	12.14	0	56.74	0
SEC23IP	9.02	0	0	0	0	0	0	0	0	0	0	0	13.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65	9.7	53.69	6.72	9.02	0	0	0	0	0	0	0	0	0	0	0	16.68	0	4.09	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48	0	0	9.79	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42	0	0	0	0	0	2.08	4.64	1.16	0	0.91	9.73	33.04	0	2.58	0	0	9.16	174.52	0	2.54	0	0	0	205.3	0
SEC62	0	0	0	0	11.02	0	0	0	0	0	0	0	0	0	0	53.83	0	0	0	69.76	0	0	25.97	0	0	0	0	0	0	0	0	0	14.89	9.49	0.99	0	0	8.45	0	4.03	0	0.13	30.69	0	0	0	8.98	0	0	0	0	0.66	0	0	2.47	0	0	6.52	0	6.75	4.33	12.42	0	0	0	0	0	0	0	0	0	0	97.17	135.27	0	0	0	0	0	7.03	0	0	0	0	4.55	0	3.26	0	1.96	0	0	0	0.37	21.84	0	0	0	0	0	3.63	0	0	13.07	0	0	0	4.47	0	10.45	0	0	43.66	1.54	9.61	0	10.62	0	17.83	0
SEMA4B	0	0	0	0	16.64	0	0	17.62	0	5.44	22.16	79.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76	23.35	0	0	0	0	0	0	9.64	0	0	13.89	0	5.34	9.03	0	0.11	5.21	0	28.97	7.89	26.55	0	0	3.49	0	0	0	0	0	0	0	0	0	23.49	0	0	0	67.84	0	0	94.77	0	11.45	0	0	0	31.92	0	1.26	13.07	0	146.16	5.49	19.2	0	1.88	0	4.84	0	0	4.02	0	1.88	0	0	8.7	0	464.85	17.75	57.91	0	85.65	24.46	4.89	0	0	64.69	0	15.01	0
SENP7	0	0	183.77	0	804.02	143.2	0	0	364.06	172.28	2571.59	1361.42	820.46	0	218.5	1.25	48.23	0	0	0	0	0	0	0	483.16	1844.11	0	28.65	0	0	234.62	0	0	594.54	2501.76	0	0	0	91.36	329.38	1.58	131.61	0	2596.42	0.37	0	3.86	164	326.26	13.84	0	127.26	161.07	63.63	22.71	12.59	282.36	422.58	379.33	0	395.49	202.98	492.15	0	0	0	892.69	0	1013.86	287.83	333.75	775.03	215.44	0	0	0	125.3	0	0	0	0	20.67	790.48	594.88	0	0	0	0	0	151.51	272.52	371.13	0	330.51	12.33	1.62	344	0	0	54.7	0	242.36	422.18	133.71	0	145.92	0.02	0	711.11	399.51	66.1	433.31	229.6	90.73	481.34	640.48	471.05	3.35	587.81
SERPINB1	0	0	0	0	0	0	0	0	0	0	54.04	1.78	0	0	0	0	0	332.76	0	0	0	0	0	0	0	61.1	0	19.61	0	0	0	0	0	3.89	0	0	50.61	0	1.31	0	2.05	0	0	35.27	0	0	0	0	0	3.59	0	0	0	179.29	0	0	0	1.74	0	0	1.05	0	0	0	0	0	0	0	0	0	497.09	0	143.26	16.63	0	0	0	22.9	29.34	0	0	67.82	9.02	0	0	116.22	104.52	0	0	2.74	56.78	0	0	0	0	0	0	0	0	0	0	0	83.21	2.62	0	0	2.8	57.33	0	59.77	42.75	0	0.55	24.84	0	0	5.33	202.59	0
SERPINB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	3.11	0	46.45	0	0	0	0	15.03	9.64	200.82	0	13.34	0	0	0	0	0	4.51	0	0	6.15	4.09	93.24	1164.13	0	0	3.57	4.25	0	19.87	0	0	0	0	229.68	0	0	0	0	0	75.44	0	0	0	0	0	0	0	0	0	0	0	0	17.26	0	0	14.55	0	0	0	0	0	0	0	0	0	0	4.34	0	0	0	0	0	0	0	0	78.6	0	0	0	0	0	7.43	186.01	14.47
SERPINB3	0	0	53.98	0	0	0	0	0	0	0	0	110.81	4.17	0	0	0	0	0	53.83	696.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	15.77	1149.63	26.48	21.6	0	0	0	0	0	0	0	0	136.36	0	369.28	0	0	0	0	0	30.72	122.49	0	767.85	0	0	0	0	525.51	25.81	0	0	0	2767.12	89.82	0	0	181.06	0	0	0	131.36	0	73.79	0	0	0	0	90.1	0	1191.35	12.61	5.65	0	0	0	0	0	0	76.8	0	0	0	0	6.4	0	281.9	120.77	39.21	729.29	27.01	45.85	33.47	10.87	11.86	356.46	58.63
SETD6	4.5	0	5.46	0	7.59	1.67	0	0	1.3	3.1	28.26	0	10.73	0	0	0.25	0	0	0	0	12.22	8.7	2.08	0	0	1.37	2.42	6.07	5.06	3.93	2.07	10.54	6.57	15.71	0	6.62	0	3.59	0	1.73	0	0	2.14	0	0	1536.61	4.67	0	10.55	0	1.47	2.64	6.98	6.12	0	4.67	6.25	0.33	0	0	0	2.36	0	0	85.88	0	5.15	0	69.46	0	0	0	52.58	0	18.66	0	0	0	0	0	0	0	0	3.98	0	3.97	0	4.31	18.16	0	14.35	4.84	5.58	0	0	0	13.29	0	0	1.65	20.58	0	5.7	16.69	17.6	5.02	0	0	106.82	0	4.16	0	0	0	0	0	0	3.06	0
SFN	0	0	0	0	0	0	0	0	0	0	0	22.18	0	0	0	0	0	0	0	0	0	0	0	0	14.07	0	0	0	39.07	0	60.61	0	0	0	0	0	0	0	0	0	0	16.66	0	182.57	0	7.1	68.37	0	0	0	0	0	0	70.54	2.76	0	101.31	175.09	128.81	8.59	1.8	0	0	0	0	0	42.45	0	25.53	247.42	0	0	37.87	0	0	1087.59	0	0	0	0	0	0	0	0	0	48.06	0	0	63.04	0	218.05	3.43	0	0	0	0	0	0	5.35	3.05	0	3.86	0	0	0	0	0	0	1.88	135.59	49.92	0	0	3.01	6.74	18.67	38.28	978.42	32.86
SFPQ	0	0	0	2.89	0	0	0	0	0	0.67	19.72	0	1.75	0	0	0	0	0	0	0	0	0	0	0	0	3.66	1.66	0	0	0	23.13	0	15.32	96.51	11.11	0	0	178.54	22.03	3.87	1.45	0	0	0	2.63	0	3.75	0	1.64	0	37.25	3.51	4.87	1.84	2.14	0	3.78	2.13	0	0	100.72	3.49	84.36	10.04	38.15	0	0	0	0	0	0	5.47	0	0	0	367.47	37.12	0	5.19	0	0	0	0	17.95	0	9.85	0	0	0	33.87	12.01	25.37	0	0	20.9	18.69	0	0	0	1.37	22.96	76.47	87.15	0	13.16	13.88	8.3	0	0	0	25.4	8.59	5.47	366.97	4.65	7.66	14.88	36.19	18.07
SGPL1	0	0	0	0	75.44	13.01	0	1.1	0	0	62.67	56.54	0	105.85	0	0	0	0	0	0	0	0	0	0	0	0	1.13	0	0	0	4.15	0	0	9.89	1.18	0	0	0	0.62	2.52	0	10.89	0	0.52	0	0	0	0	0	1.92	0	8.43	0.75	3.73	1.15	2.69	0.52	21.44	3.2	0	4.08	1.51	0	0	403.38	0	0	0	0	0	72.23	543.95	0	91.58	0	0	0	0	0	0	0	0	0	10.28	0	0	2.82	0	0	8.37	22.36	41.71	3.35	0	2.16	0	0	0	0	5.95	0	0	0	0	7.42	0	10.47	0.79	20.99	7.4	6.79	19.56	2.21	20.55	4.81	7.05	0	86.82	0
SHISA9	0	0	0	2.76	3.12	0	0.4	1.94	0	3.37	0	3.29	0.16	0	0	0	0	1.59	0	0	87.03	0	0	0	0	0.28	0	0.76	0	0	13.61	0	0	21.79	0	0	0	0	0	0	102.75	0	0	5.61	7.31	172.56	0	21.15	0	0	0	0	0.59	1.99	19.34	0	0	30.31	12.22	0	0	0.8	11.75	0	0	0	0	0	0	0	0	65.39	0	0	0	0	4.28	0	0	0.55	0	14	0	0	0	0	0.56	0	4.98	0	2.32	3.99	1.82	0	0	6.04	4.44	0	1.18	47.85	0	0	1.9	0	0	3.82	4.03	12.83	13.81	0	0	8.4	16.83	0	0	0	0	0	37
SHPK	0	0	0	0	1.01	0	0	0	0	0	0	0	12.72	0	119.5	2.9	6.54	96.14	0	0	0	3.15	0	0	0	0	0	0.68	0	0	0	0	0	10.17	0	0	0	0	35.87	0	0	0	0	0	0	0	0	0	0	0	3.89	3.8	0	0	0	0	0	0	0	0	0	0	7.72	280.97	2.93	0	0	0	0	0	0	0	0	0	0	0	88.69	0	0	0	0	0	0	0	0	0	0	0	0	0	10.87	44.95	4.25	0	11.67	0	0	0	0	0	0	0	0	0	7.32	0	0	0	0	0	0	0	0	22.14	6.48	2.3	20.94	27.26	5.89
SHQ1	37.56	48.58	134.87	0	62.86	150.09	104.86	67.31	45.79	49.69	132.77	37.73	99.88	104.51	96.66	100.76	42.23	6.7	149.95	123.62	25.91	35.23	28.94	43.07	24.89	96.96	19.96	18.95	0	31.68	96.18	22.67	9.48	10.6	2.21	29.56	16.36	0	34.45	5.33	3.15	12.03	0	0.16	0	0	145.61	26.97	53.54	62.53	61.5	33.76	121.83	44.08	15.2	70.43	10.32	0	21.83	38.44	1.01	42.72	0	0	43.42	0	46.53	90.11	197.33	23.59	63.73	24.37	8.98	0	0	0	0	0	0	0	0	0	0	0	0	0	68.68	59.94	98.75	34.24	39.42	58.35	187.05	7.83	7.56	7.55	0	4.31	0	3.12	0	31.76	101.39	39.55	111.84	61.74	2.12	10.48	0	0	4.15	0	1.26	6	20.85	0	0	0	0
SHROOM1	0	0	0	10.89	0	0	4	0	8.8	0.8	47.36	13.56	7.29	0	8.83	17.37	11.44	1.51	0	0	0	0	0	17.06	14.03	8.81	2.99	4.96	10.62	0	3.45	0	2.25	0	30.03	0	31.9	0	0	0	0.79	0	4.77	0	0	0	5.48	7.75	86	18.44	106.46	1.91	2.9	8.99	0	7.55	1.67	0	0	7.1	0	80.63	0	0	0	0	0	0	0	25.77	2.11	7.03	0	0	0	0	0	0	0	0	0	0	15.03	0	0	0	12.8	10.86	7.37	0	2.73	7.49	8.6	0	1.17	0	6.77	0.05	0	0	0	0	0	13.05	19.46	0	0	0	0	0	0	0	0	0	0	21.8	30.49	0	11.22
SIGLEC12	0	6.32	0	0	0	0	0	11.57	0	5.85	23.64	6.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94	0.74	0	0	0	0	1.6	8.49	10.23	0	1.08	0	0	82.55	0	0	0	0	0	0	37.93	0	5.61	60.29	27.83	98.4	327.68	27.65	9.72	0	0	0	0	0	0	5.39	0	0	0	0	5.32	0	9.44	0	0	0	0	0	0	2.38	0	4.09	0	5.77	0	0	2.95	0	7.93	0	0	86.86	0	0.95	0
SINHCAF	0	0	0	0	98.13	0	0	0	2.3	0	0	8.17	0	22.31	0	0	0	0	158.84	0	0	0	0	0	0	0	0	0	0	0	55.59	0	3.02	28.01	23.45	0	0	0	0	0	0	0	0	11.61	0	0	0	4.37	0	7.69	0	0.89	0	3.77	0	0	0	14.03	0	0	78.47	0	0	0	98.2	0	0	0	0	0	0	0	0	0	0	0	2.94	0	0	0	0	96.98	30.37	0	0	21.88	0	0	0	63.92	267.9	0	0	0	176.62	0	0	0	0	10.16	0	0	81.7	0	19.34	4.33	0	0	0	42.72	0	11.21	0	0	100.09	0	9.06	9.03	0
SIX5	0	32.5	0	0	6.75	4.2	0	0	0	2.34	0	0	3.08	0	0	0	0	0	0	428.66	0	0	0	0	0	0	0	0	0	47.97	0	0	0	18.16	3.17	203.65	11.6	0	0.92	0	20.63	0	0	0	0	0	17.78	4.42	5.19	0	0	3.86	0	4.4	2.23	0	0	0	0	4.54	0.3	1.86	1.06	0	0	0	0	15.43	0	0	0	0	1.35	0	0	0	19.48	0	0	25	0	0	0	0	0	0	0	8.12	0	0	2.29	7.66	5.49	21.88	33.82	50.31	0	0	7.53	10.06	29.31	0	0	4.92	5.66	0	1.92	5.49	0	0	0	1.61	2.3	0	164.5	0	0	7.94	20.95
SKIC2	0	2.29	0	17.87	0	0	0	0	26.87	1.7	0	0	0	62.84	2.34	0	17.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.93	0	17	3.6	0	0	0	0	0	1.49	0	0	0	3.01	0	36.44	3.89	25.55	16.03	3.34	0	0	0	0	2.73	0	0	0	0	70.32	0	0	0	0	0	0	0	17.57	0	0	0	0	0	0	0	15.51	0	0	0	0	0	0	4.16	0	0	0	0	0	5.41	0	12.4	36.28	0	13.25	0	0	0	0	1.85	0	0	0	0	0	0	68.39	58.12	0	0	1.67	0.9	0	3.1	0	0	0	2.69	0
SKIC3	0	4.49	0	0	5.55	0	0	0	1.51	0	0	0	0	0	0	2.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0	0	11.9	0	0	18.66	0	1.53	0.94	4.42	0	0	0.6	0	0	0	0	0	0	0.05	3.25	0.77	0.09	0	0	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.81	0	27.73	0	0	0	127.21	0	0	0	0	0	0	0	0	4.42	0	0	0	0	3.34	0	0	0	1.88	15.39	0	0	0	1.82	0	0.89	0	0	0	0	1.83	14.42	0	0	0	0	37.56	2.35	0
SKP2	6.24	0	0	0	19.08	0	0	0	0	4.17	0	23.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.41	12.16	0	11.01	0	0	0	0	4.75	0	0	0	166.5	0	10.2	0	8.32	0	0	13.58	0	3.66	22.09	89.94	68.63	0	35.1	26.9	6.21	0	5.91	11.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3	0	39.94	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	16.48	0	0	0	0	0	38.37	0	11.42	0	2.26	0	0	0	0	35.64	0	7.8	122.97	51.75	0	0	0	0	0	0
SLC12A7	0	3.18	0	0	0	0	0	0	0	0	0	0	5.34	0	91.74	0	0	0	0	0	0	1.47	3.5	20.88	0	0	0	0	0	0	0	0	0	11.37	5.66	0	12.79	27.87	9.39	0.57	0.84	0	1.93	0	0	0	3	1.45	2.38	0	0.82	5.46	1.88	0	0	0	0	0.47	0	0	146.34	2.73	16.42	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	70.12	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	4.8	0	6.77	1.18	0	0	0	4.73	0	4.86	25.31	0	0	15.82	0	13.65	0	0	0.65	0
SLC15A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.38	0	0	4.63	0	17.12	0	0	0	0	0	0	4.78	0	0	0	0	2.36	0	0	0	0	0	0	0	2.98	0	0	0	5.78	0	7.98	0	0	0	0	0	0	0	0	0	0	0	0	0	64.22	0	11.31	0	0	0	1.4	49.55	7.69	0	0	0	0	0	0	62.93	2.53	0	0	0	30.73	29.52	0	0	2.53	0	0	0	0	0	0	0.18	84.04	0	2.2	2.99	0	0	0	0	18.23	12.78	55.36	0	0	0	4.71	2.57	3.9
SLC22A23	64.96	98.82	0	0	12.04	0	0	0	0	2.44	0	0	0	0	0	0	365.58	0	229.49	0	0	0	91.39	0	0	0	0	0	0	0	0	0	3.22	57.07	1.55	0.97	0	1.85	0	3.19	0	5.66	52.92	0	0	0	0	0	0	0	2.67	60	2.57	0	0	0	0	0	36.43	0	3.18	1.84	37.81	258.74	0	0	0	0	0	0	0	0	0	0	0	0	37.65	0	0	0	0	10.32	0	48.09	0	0	5.77	0	0	0	0	0	0	10.33	3.92	0	0	0	0	62.15	0	0	0	0	0	9.81	2.99	0	12.42	0	5.04	0	12.65	0	0	2.31	0	18.24	4.82
SLC25A16	8.29	4.76	16.09	0	3.75	0	19.71	0	0	0	4.9	4.33	3.11	0	10.95	0	0	3.78	0	0	0	0	0	0	0	0	11.05	0.81	0	0	1.09	0	2.58	1.97	0	0	2.1	0	1.47	0	0	0	2.09	0	0	0	0	0	0	0	23.73	3.04	0	0	0	15.63	0	18.08	0	0	0	3.12	1.06	0	0	0	0	0	43.81	0	0	3.78	0	0	0	0	11.57	0	0	13.47	0	8.91	0	78.79	0	94.63	2.53	0	0	0	0	16.19	0	0	0	0	0	0	0	0	0	0	0	2.93	4.65	4.24	9.42	6.51	0	0	0	1.26	0	48.61	0	0	0	0	0
SLC26A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.16	9.75	0	0	0	136.65	48.81	7.02	0	0	0	0	0	0	0	0	34.14	1.34	0	4.12	0	0	0	35.11	1.34	24.41	68.26	200.35	5.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.39	0	0	0	0	0	0	0	0	0	3.7	2.16	0	0	8.89	0	0	66.01	2.91	17.51	0	0	4.21	0	0	0.76	0	0	0	0	16.15	44.62	0	0	0	0	0	1.39	0	26.53	0	13.67	0
SLC2A3	0	0	0	0	0	0	0	0	88.78	0	75.36	0	138.92	0	40.88	0	0	0	0	0	0	0	0	0	0	60.33	10.44	0	16.91	0	147.68	18.32	0	12.77	0	0	0	10.61	13.89	0	0	18.86	0	52.27	0	0	14.81	0	0	0	0	0	16.16	231.26	40.65	4.62	238.92	41.54	6.49	331.25	0	0	0	0	0	0	0	0	0	91.51	76.59	112.07	365.63	521.05	0	0	49.63	23.51	192.38	269.3	0	0	921.08	85.86	0	1122.32	182.18	0	30.28	0	248.57	304.48	20.6	0	39.09	29.02	1.09	0	10.56	13.1	0	37.54	8.62	0	0	51.39	0	0	42.81	237.87	667.48	22.53	6.33	166.99	31.58	0	157.63	456.25	24.02
SLC2A4RG	6.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.79	6.96	0	0	0	10.99	6.08	2.16	30.91	0	0	0	0.79	0	0	0	0	0	0	0	9.04	0	0	1.39	0	0	0	2.58	33.11	0	0	0	0	0	52.83	0	0	0	0	0	0	0	0	20.43	0	0	13.96	0	0	5.42	0	0	114.58	0	0	0	0	0	0	5.19	0	7.61	0	34.73	0	0	0	6.99	0	0	0	0	0	6.63	12.56	13.28	0	0	5.25	4.38	1.07	10.32	0	5.59	0	0
SLC35A4	0	8.29	0	8.75	7.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	72.65	30.36	0	0	4.75	7.77	0	0	0	0	0	8.21	0	12.7	122.31	0	0	0	7.91	2.95	5.24	0	45.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91	0	0	0.83	4.39	86.23	21.1	3.51	0	31.74	0	0	0	0	0	1.47	0	33.45	0	0	1.95	0	1.57	3.52	12.22	0	3.19	21.59	0	0	0	0	5.21	26.36	0
SLC35E1	0	0	0	0	3.38	2.52	0	0	0	0	0	6.84	0	0	0	0.37	0	89.75	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0.55	0.51	8.96	1230.63	8.6	0	2.42	22.34	0	0	29.19	6.09	0	0	0	0.53	0	4.65	1.46	1.66	0	0	12.78	0	0.8	2.79	12.66	0	0	125.28	401.21	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	0	0	0	0	79.01	0	0	0	0	3.67	0	1.27	7.83	0	0.97	0	2.24	3.89	0	0	0	0	24.48	0	0	0	0	3.79	0	0	0	0	29.88	0	18.2	2.17	0	1.02	0	0	18.47	3.43
SLC38A1	0	0	0	3.47	0	0.81	0	2	0	0	0	6.35	0.85	0	0	0.03	1.34	0.61	0	0	0	2.31	0	0	2.86	5.87	2.43	3.41	2.44	2.96	2.42	3.14	4.94	21.91	7.44	5.43	0.94	0	29.45	0	0	1.42	4.12	2.62	3.08	0	10.05	0	8.03	1.35	0	0.87	0	0	0.55	0	21.47	0	1.24	0	21.89	0	0	0	0	0	0	0	0	0	8.36	1.7	0	0	0	0	0	0	0	0	0	0	48.7	0	0	0	0	0.75	2.14	0	17.19	61.04	6.14	0	52.65	0	2.88	0	1.57	4.6	0	0	0	0.19	0.35	0	1.23	0	0.13	13.04	36.27	0	0	0	25.67	0	1.62	100.32	55.88
SLC4A3	5.1	0	0	0	0	0	0	0	0	0	24.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63	0	0	49.11	0	166.65	0	0	18.77	3.76	0	0	0	5.83	1.89	1.38	0	0	0	0	0	0	0	0	0	0	1.98	0	0	0.03	0	0	0.73	0	8.16	0	244.01	0	0	27.58	0	0	0	0	0	0	0	0	0	0	0	6.11	0	0	0	0	10.31	0	0	6.82	0	0	0	0	3.25	0	0	0	3.08	25.09	0	16.8	0	0	18.11	5.27	0	3.87	0	0	0	7.33	0	3.67	0	0	0	0	0	7.99	0	0	2.76	0
SLC8A2	0	0	0	0	0	0	0	4.58	0	0	0	5.05	0	6.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	1.55	0.01	0	0	0	49.22	3.77	0	0	0.57	0.52	2.35	8.18	0	2.14	4.7	0.75	1.4	0	8.4	3.83	31.87	23.05	0	0	1.46	0.77	1.02	3.8	0	0	0	0	0	0	0	0	0	57.05	0	0	0	49.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95	6.45	4.33	0	0	0	0	3.05	0	0	0	0	0	4.84	0	1.52	0	28.52	4.82	0.66	1.62	15.51	0	0	0	21.56	0	0
SLC9A1	0	0	39.34	2.44	0	0	0	0	0	0	162.21	0	0	0	0	0	0	0	0	7.53	0	772.1	0	0	0	0	0	0	0	7.29	8.54	0	14.67	45.57	1.53	0	150.35	0	4.79	10.61	4.81	0	0	0	0	0	0	0	0	0	0	3.52	0	1.59	1.69	3.68	0	130.85	1.15	2.76	111.67	2	0	0	29.87	0	0	0	20.1	0	0	0	0	0	77.93	0	4.94	0	0	0	0	49.68	0	0	0	0	12.95	0	2.26	0	2.07	25.35	0	0	0	0	0	0	0	0.95	0	319.54	0	46.89	0	0.64	0	3.7	29.7	8.57	0	28.05	0	113.7	15.28	0	0	5.7	1.83
SLCO4A1	0	18.54	32.9	3.28	19.82	3.14	31.61	3.09	0	15.38	0	0	2.41	0	0	0	0	0	0	0	0	12.15	0	0	0	0	0	15.33	4.74	0	0	0	7.36	37.54	6.67	0	0	0	23.84	0	1.91	3.91	89.62	286.97	13.5	3.49	6.09	9.47	0	3.68	0	34.54	2.33	0	8	5.96	45.88	122.5	0	19.82	3.64	0	0	56.27	0	32.94	0	0	0	0	0	0	100.58	0	0	0	0	0	0	0	0	3.93	0	5.76	0	0	0	0	7.3	0	0	0	34.54	0	0	0	0	0	0	0	0	3.05	0	0	6.8	0	4.77	18.49	55.13	7.78	2.32	35.69	53.16	8.46	0	0	0	7.21	0.8
SLFNL1-AS1	0	0	0	0	0.54	0	0	0	0	0	32.78	0	0	0	0	0	0	0	0	22.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	5.84	0	0	0	0	3.72	59.31	2.25	0	0	0	0	0	0	0	0	0	0	0.11	2.22	1.48	0	0	26.54	46.84	0	15.58	0	0	0	138.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	8.75	0	0	0	0	0	7.12	0	0	0	0	0	0	0	1.43	0	0	0	24.04	7.75	0	11.01	0.77	0	2	0	0	0	18.23	0
SLK	0	0	0	1.85	0	0	0	0	0	0	0	9.67	0	0	0	0	0	0	0	0	0	0	0	0	0	57.82	0	0	9.81	0	0	0	52.22	5.39	8.77	0	4.49	1.59	0	7.02	1.26	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0.65	0	12.65	102.42	0.8	2.5	0	0	1.6	0	4.09	0	0	0	0	0	0	1.63	37.84	0	0	0	2.68	0	0	0	0	28.34	0	15.55	0	159.25	0	0	9.32	1.97	13.64	0	0	0	0.9	0	0	0	0	0	0	1.17	14.73	0	0	0	0	11.93	0	0	0	7.42	0	1.25	0	5.06	0	38.93	0
SMAD1	0	0	0	0	0	0	4.68	0	0	0	0	0	2.07	24.92	5.44	0	0	0	0	0	30.44	0	0	0	0	0	0.54	2	11.48	0	0	2.93	10.62	0	4.42	1.13	12.68	12.99	1.53	0	0	0	0	1.43	15.7	3.27	8.29	15.29	9.53	27.02	9.69	5.71	0	0	7.68	0	33.17	0	0	6.43	9.71	3.04	7.77	26.27	0	62.51	22.16	0	0	234.58	0	0	0	0	0	0	0	0	0	0	0	34.32	23.98	94.21	0	0	0	3.57	15.02	1.51	0	2.05	0	0	8.45	0	17.4	0	0.55	17.02	16.04	0.57	6.11	3.59	10.52	2.73	0	20.32	0	133.89	0	78.53	0	11.47	0	0	8.02	48.08	0
